,id,a,R_high,freq,frame,rotation
59,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr059,-0.5,1,230,59,0
60,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr060,-0.5,1,230,60,0
61,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr061,-0.5,1,230,61,0
62,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr062,-0.5,1,230,62,0
63,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr063,-0.5,1,230,63,0
64,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr064,-0.5,1,230,64,0
65,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr065,-0.5,1,230,65,0
66,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr066,-0.5,1,230,66,0
67,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr067,-0.5,1,230,67,0
68,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr068,-0.5,1,230,68,0
69,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr069,-0.5,1,230,69,0
70,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr070,-0.5,1,230,70,0
71,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr071,-0.5,1,230,71,0
72,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr072,-0.5,1,230,72,0
73,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr073,-0.5,1,230,73,0
74,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr074,-0.5,1,230,74,0
75,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr075,-0.5,1,230,75,0
76,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr076,-0.5,1,230,76,0
77,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr077,-0.5,1,230,77,0
78,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr078,-0.5,1,230,78,0
79,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr079,-0.5,1,230,79,0
80,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr080,-0.5,1,230,80,0
81,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr081,-0.5,1,230,81,0
82,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr082,-0.5,1,230,82,0
83,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr083,-0.5,1,230,83,0
84,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr084,-0.5,1,230,84,0
85,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr085,-0.5,1,230,85,0
86,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr086,-0.5,1,230,86,0
87,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr087,-0.5,1,230,87,0
88,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr088,-0.5,1,230,88,0
89,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr089,-0.5,1,230,89,0
90,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr090,-0.5,1,230,90,0
91,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr091,-0.5,1,230,91,0
92,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr092,-0.5,1,230,92,0
93,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr093,-0.5,1,230,93,0
94,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr094,-0.5,1,230,94,0
95,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr095,-0.5,1,230,95,0
96,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr096,-0.5,1,230,96,0
97,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr097,-0.5,1,230,97,0
98,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr098,-0.5,1,230,98,0
99,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr099,-0.5,1,230,99,0
100,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=230_fr100,-0.5,1,230,100,0
101,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr000,-0.5,1,345,0,0
102,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr001,-0.5,1,345,1,0
103,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr002,-0.5,1,345,2,0
104,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr003,-0.5,1,345,3,0
105,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr004,-0.5,1,345,4,0
106,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr005,-0.5,1,345,5,0
107,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr006,-0.5,1,345,6,0
108,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr007,-0.5,1,345,7,0
109,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr008,-0.5,1,345,8,0
110,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr009,-0.5,1,345,9,0
111,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr010,-0.5,1,345,10,0
112,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr011,-0.5,1,345,11,0
113,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr012,-0.5,1,345,12,0
114,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr013,-0.5,1,345,13,0
115,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr014,-0.5,1,345,14,0
116,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr015,-0.5,1,345,15,0
117,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr016,-0.5,1,345,16,0
118,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr017,-0.5,1,345,17,0
119,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr018,-0.5,1,345,18,0
120,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr019,-0.5,1,345,19,0
121,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr020,-0.5,1,345,20,0
122,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr021,-0.5,1,345,21,0
123,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr022,-0.5,1,345,22,0
124,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr023,-0.5,1,345,23,0
125,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr024,-0.5,1,345,24,0
126,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr025,-0.5,1,345,25,0
127,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr026,-0.5,1,345,26,0
128,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr027,-0.5,1,345,27,0
129,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr028,-0.5,1,345,28,0
130,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr029,-0.5,1,345,29,0
131,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr030,-0.5,1,345,30,0
132,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr031,-0.5,1,345,31,0
133,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr032,-0.5,1,345,32,0
134,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr033,-0.5,1,345,33,0
135,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr034,-0.5,1,345,34,0
136,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr035,-0.5,1,345,35,0
137,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr036,-0.5,1,345,36,0
138,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr037,-0.5,1,345,37,0
139,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr038,-0.5,1,345,38,0
140,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr039,-0.5,1,345,39,0
141,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr040,-0.5,1,345,40,0
142,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr041,-0.5,1,345,41,0
143,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr042,-0.5,1,345,42,0
144,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr043,-0.5,1,345,43,0
145,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr044,-0.5,1,345,44,0
146,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr045,-0.5,1,345,45,0
147,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr046,-0.5,1,345,46,0
148,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr047,-0.5,1,345,47,0
149,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr048,-0.5,1,345,48,0
150,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr049,-0.5,1,345,49,0
151,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr050,-0.5,1,345,50,0
152,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr051,-0.5,1,345,51,0
153,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr052,-0.5,1,345,52,0
154,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr053,-0.5,1,345,53,0
155,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr054,-0.5,1,345,54,0
156,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr055,-0.5,1,345,55,0
157,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr056,-0.5,1,345,56,0
158,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr057,-0.5,1,345,57,0
159,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr058,-0.5,1,345,58,0
160,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr059,-0.5,1,345,59,0
161,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr060,-0.5,1,345,60,0
162,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr061,-0.5,1,345,61,0
163,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr062,-0.5,1,345,62,0
164,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr063,-0.5,1,345,63,0
165,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr064,-0.5,1,345,64,0
166,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr065,-0.5,1,345,65,0
167,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr066,-0.5,1,345,66,0
168,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr067,-0.5,1,345,67,0
169,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr068,-0.5,1,345,68,0
170,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr069,-0.5,1,345,69,0
171,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr070,-0.5,1,345,70,0
172,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr071,-0.5,1,345,71,0
173,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr072,-0.5,1,345,72,0
174,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr073,-0.5,1,345,73,0
175,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr074,-0.5,1,345,74,0
176,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr075,-0.5,1,345,75,0
177,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr076,-0.5,1,345,76,0
178,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr077,-0.5,1,345,77,0
179,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr078,-0.5,1,345,78,0
180,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr079,-0.5,1,345,79,0
181,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr080,-0.5,1,345,80,0
182,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr081,-0.5,1,345,81,0
183,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr082,-0.5,1,345,82,0
184,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr083,-0.5,1,345,83,0
185,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr084,-0.5,1,345,84,0
186,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr085,-0.5,1,345,85,0
187,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr086,-0.5,1,345,86,0
188,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr087,-0.5,1,345,87,0
189,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr088,-0.5,1,345,88,0
190,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr089,-0.5,1,345,89,0
191,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr090,-0.5,1,345,90,0
192,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr091,-0.5,1,345,91,0
193,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr092,-0.5,1,345,92,0
194,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr093,-0.5,1,345,93,0
195,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr094,-0.5,1,345,94,0
196,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr095,-0.5,1,345,95,0
197,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr096,-0.5,1,345,96,0
198,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr097,-0.5,1,345,97,0
199,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr098,-0.5,1,345,98,0
200,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr099,-0.5,1,345,99,0
201,M87_SANE_a=-0.50_inc=163_Rhigh=001_freq=345_fr100,-0.5,1,345,100,0
202,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr000,-0.5,5,230,0,0
203,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr001,-0.5,5,230,1,0
204,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr002,-0.5,5,230,2,0
205,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr003,-0.5,5,230,3,0
206,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr004,-0.5,5,230,4,0
207,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr005,-0.5,5,230,5,0
208,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr006,-0.5,5,230,6,0
209,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr007,-0.5,5,230,7,0
210,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr008,-0.5,5,230,8,0
211,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr009,-0.5,5,230,9,0
212,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr010,-0.5,5,230,10,0
213,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr011,-0.5,5,230,11,0
214,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr012,-0.5,5,230,12,0
215,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr013,-0.5,5,230,13,0
216,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr014,-0.5,5,230,14,0
217,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr015,-0.5,5,230,15,0
218,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr016,-0.5,5,230,16,0
219,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr017,-0.5,5,230,17,0
220,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr018,-0.5,5,230,18,0
221,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr019,-0.5,5,230,19,0
222,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr020,-0.5,5,230,20,0
223,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr021,-0.5,5,230,21,0
224,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr022,-0.5,5,230,22,0
225,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr023,-0.5,5,230,23,0
226,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr024,-0.5,5,230,24,0
227,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr025,-0.5,5,230,25,0
228,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr026,-0.5,5,230,26,0
229,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr027,-0.5,5,230,27,0
230,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr028,-0.5,5,230,28,0
231,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr029,-0.5,5,230,29,0
232,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr030,-0.5,5,230,30,0
233,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr031,-0.5,5,230,31,0
234,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr032,-0.5,5,230,32,0
235,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr033,-0.5,5,230,33,0
236,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr034,-0.5,5,230,34,0
237,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr035,-0.5,5,230,35,0
238,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr036,-0.5,5,230,36,0
239,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr037,-0.5,5,230,37,0
240,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr038,-0.5,5,230,38,0
241,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr039,-0.5,5,230,39,0
242,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr040,-0.5,5,230,40,0
243,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr041,-0.5,5,230,41,0
244,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr042,-0.5,5,230,42,0
245,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr043,-0.5,5,230,43,0
246,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr044,-0.5,5,230,44,0
247,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr045,-0.5,5,230,45,0
248,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr046,-0.5,5,230,46,0
249,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr047,-0.5,5,230,47,0
250,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr048,-0.5,5,230,48,0
251,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr049,-0.5,5,230,49,0
252,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr050,-0.5,5,230,50,0
253,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr051,-0.5,5,230,51,0
254,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr052,-0.5,5,230,52,0
255,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr053,-0.5,5,230,53,0
256,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr054,-0.5,5,230,54,0
257,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr055,-0.5,5,230,55,0
258,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr056,-0.5,5,230,56,0
259,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr057,-0.5,5,230,57,0
260,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr058,-0.5,5,230,58,0
261,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr059,-0.5,5,230,59,0
262,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr060,-0.5,5,230,60,0
263,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr061,-0.5,5,230,61,0
264,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr062,-0.5,5,230,62,0
265,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr063,-0.5,5,230,63,0
266,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr064,-0.5,5,230,64,0
267,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr065,-0.5,5,230,65,0
268,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr066,-0.5,5,230,66,0
269,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr067,-0.5,5,230,67,0
270,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr068,-0.5,5,230,68,0
271,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr069,-0.5,5,230,69,0
272,M87_SANE_a=-0.50_inc=163_Rhigh=005_freq=230_fr070,-0.5,5,230,70,0
